brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,desc
Maserati,Quattroporte S,2019,"23,230 mi.",Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$44,999 ","Maserati Quattroporte S 2019, Black exterior, Black interior, 23,230 mi., 424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Jaguar,XF 35t R-Sport,2017,"48,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$30,000 ","Jaguar XF 35t R-Sport 2017, Red exterior, Black interior, 48,000 mi., 340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Lexus,ES 330 Base,2005,"41,059 mi.",Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$11,100 ","Lexus ES 330 Base 2005, White exterior, Beige interior, 41,059 mi., 225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, None reported"
Land,Rover Discovery Sport SE R-Dynamic,2020,"21,240 mi.",Gasoline,2.0 Liter,Automatic,White,Black,None reported,,"$37,998 ","Land Rover Discovery Sport SE R-Dynamic 2020, White exterior, Black interior, 21,240 mi., 2.0 Liter, Automatic, Gasoline, None reported"
Porsche,Cayman GTS,2015,"11,500 mi.",Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,None reported,Yes,"$72,000 ","Porsche Cayman GTS 2015, Silver exterior, – interior, 11,500 mi., 340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Genesis,G90 3.3T Premium,2021,"9,950 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Blue,None reported,Yes,"$53,950 ","Genesis G90 3.3T Premium 2021, Silver exterior, Blue interior, 9,950 mi., 365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Volkswagen,Golf R 20th Anniversary Edition,2023,633 mi.,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$47,999 ","Volkswagen Golf R 20th Anniversary Edition 2023, White exterior, Black interior, 633 mi., 315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Hyundai,Sonata Hybrid Limited,2015,"66,000 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$15,900 ","Hyundai Sonata Hybrid Limited 2015, White exterior, Gray interior, 66,000 mi., 199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid, A/T, Hybrid, At least 1 accident or damage reported"
Audi,RS 7 4.0T Prestige,2014,"59,715 mi.",Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$45,000 ","Audi RS 7 4.0T Prestige 2014, Gray exterior, Black interior, 59,715 mi., 560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
BMW,740 Li,2012,"85,252 mi.",Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$18,500 ","BMW 740 Li 2012, Black exterior, Black interior, 85,252 mi., 326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Mercedes-Benz,GLS 450 Base 4MATIC,2020,"17,900 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$80,000 ","Mercedes-Benz GLS 450 Base 4MATIC 2020, Black exterior, Black interior, 17,900 mi., 362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid, 9-Speed A/T, Hybrid, At least 1 accident or damage reported"
BMW,M6 Base,2016,"25,500 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,"$55,000 ","BMW M6 Base 2016, White exterior, Black interior, 25,500 mi., 560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Subaru,Forester 2.5 X,2004,"210,703 mi.",Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Green,Beige,,,"$2,300 ","Subaru Forester 2.5 X 2004, Green exterior, Beige interior, 210,703 mi., 165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel, M/T, Gasoline, nan"
Hyundai,Elantra N Base,2023,"3,800 mi.",Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$34,000 ","Hyundai Elantra N Base 2023, White exterior, Black interior, 3,800 mi., 276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Kia,Niro Plug-In Hybrid EX Premium,2022,"36,602 mi.",Hybrid,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,Horizon Blue,Charcoal,None reported,Yes,"$31,995 ","Kia Niro Plug-In Hybrid EX Premium 2022, Horizon Blue exterior, Charcoal interior, 36,602 mi., 1.6L I4 16V GDI DOHC Hybrid, 6-Speed Automatic with Auto-Shift, Hybrid, None reported"
Rivian,R1S Adventure Package,2023,"2,800 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Green,None reported,Yes,"$92,000 ","Rivian R1S Adventure Package 2023, White exterior, Green interior, 2,800 mi., 835.0HP Electric Motor Electric Fuel System, 1-Speed A/T, nan, None reported"
Aston,Martin DBS Superleggera,2021,"2,165 mi.",Gasoline,5.2L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Black,None reported,Yes,"$279,950 ","Aston Martin DBS Superleggera 2021, Black exterior, Black interior, 2,165 mi., 5.2L V12 48V GDI DOHC Twin Turbo, 8-Speed Automatic, Gasoline, None reported"
Mercedes-Benz,SLC 300 Base,2018,"33,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$29,900 ","Mercedes-Benz SLC 300 Base 2018, Red exterior, Black interior, 33,000 mi., 241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 9-Speed A/T, Gasoline, At least 1 accident or damage reported"
BMW,435 Gran Coupe i,2016,"76,009 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$24,950 ","BMW 435 Gran Coupe i 2016, White exterior, Beige interior, 76,009 mi., 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Jeep,Grand Cherokee Summit,2020,"31,349 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,"$39,366 ","Jeep Grand Cherokee Summit 2020, Granite Crystal Clearcoat Metallic exterior, Black interior, 31,349 mi., 5.7L V8 16V MPFI OHV, 8-Speed Automatic, Gasoline, None reported"
Lexus,RC 350 Base,2015,"48,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Red,None reported,Yes,"$32,900 ","Lexus RC 350 Base 2015, Orange exterior, Red interior, 48,000 mi., 306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
BMW,525 i,2005,"91,420 mi.",Gasoline,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$8,900 ","BMW 525 i 2005, Black exterior, Black interior, 91,420 mi., 215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Toyota,Corolla LE,2003,"124,756 mi.",Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$4,995 ","Toyota Corolla LE 2003, Beige exterior, Beige interior, 124,756 mi., 130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel, M/T, Gasoline, At least 1 accident or damage reported"
Cadillac,CT5-V Blackwing,2023,"2,415 mi.",Gasoline,6.2L V8 16V GDI OHV Supercharged,10-Speed Automatic,Rift Metallic,Gray,None reported,,"$104,900 ","Cadillac CT5-V Blackwing 2023, Rift Metallic exterior, Gray interior, 2,415 mi., 6.2L V8 16V GDI OHV Supercharged, 10-Speed Automatic, Gasoline, None reported"
GMC,Acadia SLT-1,2012,"116,226 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$7,900 ","GMC Acadia SLT-1 2012, Black exterior, Black interior, 116,226 mi., 288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Lexus,LC 500 Base,2020,"37,869 mi.",Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Atomic Silver,Rioja Red,None reported,,"$75,950 ","Lexus LC 500 Base 2020, Atomic Silver exterior, Rioja Red interior, 37,869 mi., 5.0L V8 32V PDI DOHC, 10-Speed Automatic, Gasoline, None reported"
BMW,i8 Base,2019,"41,500 mi.",Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$86,000 ","BMW i8 Base 2019, White exterior, Black interior, 41,500 mi., 369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas, Transmission w/Dual Shift Mode, Plug-In Hybrid, None reported"
Lexus,ES 300h Base,2013,"87,001 mi.",Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gold,Beige,None reported,Yes,"$17,995 ","Lexus ES 300h Base 2013, Gold exterior, Beige interior, 87,001 mi., 200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid, CVT Transmission, Hybrid, None reported"
Cadillac,CT5-V V-Series,2022,"4,451 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,"$55,655 ","Cadillac CT5-V V-Series 2022, Summit White exterior, Jet Black interior, 4,451 mi., 3.0L V6 24V GDI DOHC Twin Turbo, Automatic, Gasoline, At least 1 accident or damage reported"
BMW,540 i xDrive,2020,"27,158 mi.",Gasoline,2.0 Liter Turbo,Automatic,Imperial Blue Metallic,Canberra Beige/Black,None reported,,"$39,998 ","BMW 540 i xDrive 2020, Imperial Blue Metallic exterior, Canberra Beige/Black interior, 27,158 mi., 2.0 Liter Turbo, Automatic, Gasoline, None reported"
Chevrolet,Express 1500 Work Van,2014,"139,804 mi.",Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$14,500 ","Chevrolet Express 1500 Work Van 2014, White exterior, Gray interior, 139,804 mi., 195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Jeep,Gladiator Rubicon,2022,"27,300 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$47,500 ","Jeep Gladiator Rubicon 2022, Green exterior, Black interior, 27,300 mi., 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
BMW,Z4 sDrive28i,2014,"36,812 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$27,000 ","BMW Z4 sDrive28i 2014, White exterior, Beige interior, 36,812 mi., 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Land,Rover LR4 HSE LUX Landmark Edition,2016,"144,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$18,000 ","Land Rover LR4 HSE LUX Landmark Edition 2016, Black exterior, Black interior, 144,000 mi., 340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Cadillac,XT4 Sport,2019,"44,500 mi.",Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,White,None reported,Yes,"$28,900 ","Cadillac XT4 Sport 2019, Blue exterior, White interior, 44,500 mi., 237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 9-Speed A/T, Gasoline, None reported"
BMW,750 750i xDrive,2021,"10,917 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Black,None reported,,"$73,998 ","BMW 750 750i xDrive 2021, Black exterior, Black interior, 10,917 mi., 4.4 Liter Twin Turbo, Automatic, Gasoline, None reported"
Bentley,Arnage R,2005,"8,332 mi.",Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,"$47,350 ","Bentley Arnage R 2005, White exterior, Beige interior, 8,332 mi., 400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel, 4-Speed A/T, Gasoline, None reported"
Lincoln,Aviator Reserve AWD,2020,"51,247 mi.",Gasoline,3.0 Liter GTDI,Automatic,Magnetic Gray Clearcoat,Roast,None reported,,"$47,698 ","Lincoln Aviator Reserve AWD 2020, Magnetic Gray Clearcoat exterior, Roast interior, 51,247 mi., 3.0 Liter GTDI, Automatic, Gasoline, None reported"
Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2016,"69,000 mi.",Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,"$36,500 ","Mercedes-Benz AMG GL AMG GL 63 4MATIC 2016, Black exterior, Brown interior, 69,000 mi., 550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
RAM,ProMaster 3500 High Roof,2021,"147,834 mi.",Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,"$32,662 ","RAM ProMaster 3500 High Roof 2021, Bright White Clearcoat exterior, Black interior, 147,834 mi., 3.6L V6 24V MPFI DOHC, 6-Speed Automatic, Gasoline, None reported"
Ford,Utility Police Interceptor Base,2013,"105,000 mi.",E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,"$6,600 ","Ford Utility Police Interceptor Base 2013, White exterior, Black interior, 105,000 mi., 300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, At least 1 accident or damage reported"
Audi,A5 2.0T Premium,2011,"92,203 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$9,995 ","Audi A5 2.0T Premium 2011, Red exterior, Beige interior, 92,203 mi., 211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Nissan,GT-R Premium,2010,"15,600 mi.",Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$69,500 ","Nissan GT-R Premium 2010, White exterior, Black interior, 15,600 mi., 485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,"104,700 mi.",Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,At least 1 accident or damage reported,,"$30,775 ","Land Rover Range Rover Sport 3.0L Supercharged HSE 2018, Fuji White exterior, Ivory / Ebony interior, 104,700 mi., V6, Automatic, Gasoline, At least 1 accident or damage reported"
Toyota,Corolla LE,2010,"72,348 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$9,995 ","Toyota Corolla LE 2010, Red exterior, Gray interior, 72,348 mi., 132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Rivian,R1S Adventure Package,2023,"2,500 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Green,White,None reported,Yes,"$94,000 ","Rivian R1S Adventure Package 2023, Green exterior, White interior, 2,500 mi., 835.0HP Electric Motor Electric Fuel System, A/T, nan, None reported"
Mercedes-Benz,C-Class C300 4MATIC,2022,"13,177 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,None reported,,"$44,798 ","Mercedes-Benz C-Class C300 4MATIC 2022, White exterior, Silk Beige/Black interior, 13,177 mi., 2.0 Liter Turbo, Automatic, Gasoline, None reported"
Porsche,Cayenne E-Hybrid S,2016,"96,000 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$23,000 ","Porsche Cayenne E-Hybrid S 2016, White exterior, Red interior, 96,000 mi., 416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas, Transmission w/Dual Shift Mode, Plug-In Hybrid, At least 1 accident or damage reported"
Chevrolet,Express 1500 Work Van,2011,"93,009 mi.",E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Medium Pewter,None reported,Yes,"$22,495 ","Chevrolet Express 1500 Work Van 2011, Summit White exterior, Medium Pewter interior, 93,009 mi., 5.3L V8 16V MPFI OHV Flexible Fuel, 4-Speed Automatic, E85 Flex Fuel, None reported"
INFINITI,Q70h Base,2016,"52,750 mi.",Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$28,998 ","INFINITI Q70h Base 2016, White exterior, Black interior, 52,750 mi., 360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid, 7-Speed A/T, Hybrid, At least 1 accident or damage reported"
Audi,A7 Premium Plus,2020,"25,361 mi.",Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,None reported,,"$49,998 ","Audi A7 Premium Plus 2020, Typhoon Gray exterior, Black interior, 25,361 mi., 3.0 Liter Turbo, Automatic, Hybrid, None reported"
Audi,Q7 3.0T Premium Plus,2015,"98,527 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$9,995 ","Audi Q7 3.0T Premium Plus 2015, Black exterior, Black interior, 98,527 mi., 280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, nan"
Lucid,Air Pure,2023,"1,300 mi.",,620.0HP Electric Motor Electric Fuel System,A/T,Black,Gray,,,"$86,900 ","Lucid Air Pure 2023, Black exterior, Gray interior, 1,300 mi., 620.0HP Electric Motor Electric Fuel System, A/T, nan, nan"
Chrysler,Pacifica Touring,2017,"87,305 mi.",–,–,9-Speed A/T,Silver,Black,None reported,Yes,"$9,000 ","Chrysler Pacifica Touring 2017, Silver exterior, Black interior, 87,305 mi., –, 9-Speed A/T, –, None reported"
Audi,TTS 2.0T Premium Plus,2012,"72,922 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,,,"$25,999 ","Audi TTS 2.0T Premium Plus 2012, White exterior, Black interior, 72,922 mi., 265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, nan"
BMW,650 Gran Coupe i xDrive,2015,"41,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$30,000 ","BMW 650 Gran Coupe i xDrive 2015, Black exterior, Black interior, 41,000 mi., 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Subaru,Forester Premium,2021,"42,125 mi.",Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,Yes,"$27,899 ","Subaru Forester Premium 2021, Crystal Black Silica exterior, Black interior, 42,125 mi., 2.5L H4 16V GDI DOHC, Automatic CVT, Gasoline, None reported"
Mercedes-Benz,AMG C AMG C 63,2016,"62,000 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$40,000 ","Mercedes-Benz AMG C AMG C 63 2016, Black exterior, Black interior, 62,000 mi., 469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Land,Rover LR3 HSE,2006,"153,843 mi.",Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$9,950 ","Land Rover LR3 HSE 2006, Red exterior, Beige interior, 153,843 mi., 300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, At least 1 accident or damage reported"
BMW,X7 xDrive40i,2019,"35,248 mi.",Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,,"$53,998 ","BMW X7 xDrive40i 2019, Arctic Gray Metallic exterior, Black interior, 35,248 mi., 3.0 Liter Twin Turbo, Automatic, Gasoline, None reported"
Ford,Transit Connect XLT,2015,"194,454 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$9,888 ","Ford Transit Connect XLT 2015, White exterior, Black interior, 194,454 mi., 169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Lexus,LX 570 Three-Row,2021,"21,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$89,999 ","Lexus LX 570 Three-Row 2021, White exterior, Black interior, 21,000 mi., 383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Porsche,911 Carrera S,2013,"18,494 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,,,"$86,900 ","Porsche 911 Carrera S 2013, Black exterior, Black interior, 18,494 mi., 400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel, 7-Speed M/T, Gasoline, nan"
Dodge,Ram 2500 Laramie Quad Cab,2006,"218,000 mi.",Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,"$12,990 ","Dodge Ram 2500 Laramie Quad Cab 2006, Red exterior, Gray interior, 218,000 mi., 330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, 4-Speed A/T, Gasoline, None reported"
Nissan,Armada SL,2021,"67,800 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$36,500 ","Nissan Armada SL 2021, Silver exterior, Black interior, 67,800 mi., 400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, At least 1 accident or damage reported"
Porsche,Cayman Base,2014,"79,000 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,"$42,999 ","Porsche Cayman Base 2014, Red exterior, Black interior, 79,000 mi., 275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
Mercedes-Benz,GLE 450 GLE 450,2022,"24,906 mi.",Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None reported,,"$63,998 ","Mercedes-Benz GLE 450 GLE 450 2022, Selenite Grey Metallic exterior, Black interior, 24,906 mi., 3.0 Liter Turbo, Automatic, Hybrid, None reported"
